"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"11/18/2025","Sell to Close","SNDK 11/21/2025 205.00 P","PUT SANDISK CORP $205 EXP 11/21/25","2","$3.09","$1.33","$616.67"
"11/18/2025","Sell to Close","TSLA 11/21/2025 390.00 P","PUT TESLA INC $390 EXP 11/21/25","1","$5.35","$0.66","$534.34"
"11/18/2025","Buy","BIDU","BAIDU INC F","50","$116.2744","","-$5813.72"
"11/18/2025","Sell to Close","TSLA 11/21/2025 390.00 P","PUT TESLA INC $390 EXP 11/21/25","1","$7.35","$0.66","$734.34"
"11/18/2025","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","40","$159.39","","-$6375.60"
"11/18/2025","Buy","JKS","JINKOSOLAR HLDG CO LTD FSPONSORED ADR 1 ADR REPS 4 ORD SHS","200","$28.5664","","-$5713.28"
"11/18/2025","Buy to Open","SNDK 11/21/2025 205.00 P","PUT SANDISK CORP $205 EXP 11/21/25","1","$3.33","$0.66","-$333.66"
"11/18/2025","Buy to Open","CRM 03/20/2026 220.00 P","PUT SALESFORCE INC $220 EXP 03/20/26","2","$14.79","$1.32","-$2959.32"
"11/18/2025","Sell to Close","MSTR 03/20/2026 200.00 P","PUT STRATEGY INC $200 EXP 03/20/26","1","$33.48","$0.66","$3347.34"
"11/18/2025","Sell to Close","MSTR 03/20/2026 190.00 P","PUT STRATEGY INC $190 EXP 03/20/26","1","$30.24","$0.66","$3023.34"
"11/18/2025","Sell to Close","CRWV 03/20/2026 75.00 P","PUT COREWEAVE INC $75 EXP 03/20/26","1","$15.84","$0.66","$1583.34"
"11/18/2025","Sell to Close","OWL 02/20/2026 15.00 P","PUT BLUE OWL CAP INC $15 EXP 02/20/26","13","$2.15","$8.62","$2786.38"
"11/17/2025","Buy to Open","MSTR 03/20/2026 190.00 P","PUT STRATEGY INC $190 EXP 03/20/26","1","$32.21","$0.66","-$3221.66"
"11/17/2025","Sell to Close","MSTR 12/19/2025 200.00 C","CALL STRATEGY INC $200 EXP 12/19/25","1","$15.75","$0.66","$1574.34"
"11/17/2025","Buy","CHAC","CRANE HBR ACQUISITION FCLASS A","500","$11.6999","","-$5849.94"
"11/17/2025","Buy to Open","MU 12/19/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 12/19/25","3","$4.02","$1.98","-$1207.98"
"11/17/2025 as of 11/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$0.67"
"11/17/2025 as of 11/14/2025","Expired","GTLB 11/14/2025 50.00 C","CALL GITLAB INC $50 EXP 11/14/25","-40","","",""
"11/14/2025","Buy to Open","TSLA 11/21/2025 390.00 P","PUT TESLA INC $390 EXP 11/21/25","2","$5.82","$1.32","-$1165.32"
"11/14/2025","Sell to Close","NIO 11/21/2025 6.50 P","PUT NIO INC $6.5 EXP 11/21/25","24","$0.40","$15.91","$944.09"
"11/14/2025","Sell to Close","TSLA 11/21/2025 375.00 P","PUT TESLA INC $375 EXP 11/21/25","2","$6.00","$1.33","$1198.67"
"11/14/2025","Buy to Open","MSTR 12/19/2025 200.00 C","CALL STRATEGY INC $200 EXP 12/19/25","1","$21.20","$0.66","-$2120.66"
"11/14/2025","Sell to Close","TSLA 11/21/2025 375.00 P","PUT TESLA INC $375 EXP 11/21/25","1","$6.87","$0.66","$686.34"
"11/14/2025","Sell to Close","CVNA 01/16/2026 260.00 P","PUT CARVANA CO $260 EXP 01/16/26","1","$14.00","$0.66","$1399.34"
"11/14/2025","Sell to Close","PLTR 01/16/2026 175.00 P","PUT PALANTIR TECHNOLOGIE$175 EXP 01/16/26","2","$18.38","$1.33","$3674.67"
"11/14/2025","Sell to Close","COIN 11/14/2025 287.50 P","PUT COINBASE GLOBAL INC $287.5 EXP 11/14/25","1","$13.40","$0.66","$1339.34"
"11/13/2025","Buy to Open","CRWV 03/20/2026 75.00 P","PUT COREWEAVE INC $75 EXP 03/20/26","2","$14.35","$1.32","-$2871.32"
"11/13/2025","Buy to Open","SNDK 11/21/2025 205.00 P","PUT SANDISK CORP $205 EXP 11/21/25","1","$5.40","$0.66","-$540.66"
"11/13/2025","Sell to Close","NIO 11/21/2025 6.50 P","PUT NIO INC $6.5 EXP 11/21/25","24","$0.45","$15.93","$1064.07"
"11/13/2025","Buy to Open","TSLA 11/21/2025 375.00 P","PUT TESLA INC $375 EXP 11/21/25","3","$3.21","$1.98","-$964.98"
"11/12/2025","Sell","EOSE","EOS ENERGY ENTERPRISES ICLASS CLASS A","690","$16.4401","$0.11","$11343.56"
"11/11/2025","Buy to Open","MSTR 03/20/2026 200.00 P","PUT STRATEGY INC $200 EXP 03/20/26","1","$21.78","$0.66","-$2178.66"
"11/11/2025","Buy to Open","MSTR 03/20/2026 200.00 P","PUT STRATEGY INC $200 EXP 03/20/26","2","$21.85","$1.32","-$4371.32"
"11/11/2025","Buy to Open","NIO 11/21/2025 6.50 P","PUT NIO INC $6.5 EXP 11/21/25","48","$0.22","$31.73","-$1087.73"
"11/10/2025","Buy to Open","GTLB 11/14/2025 50.00 C","CALL GITLAB INC $50 EXP 11/14/25","40","$0.2825","$26.44","-$1156.44"
"11/10/2025 as of 11/07/2025","Expired","UVXY 11/07/2025 12.00 C","CALL PROSHARES ULTRA VIX$12 EXP 11/07/25","-30","","",""
"11/10/2025 as of 11/07/2025","Expired","GTLB 11/07/2025 55.00 C","CALL GITLAB INC $55 EXP 11/07/25","-50","","",""
"11/07/2025","Sell to Close","CVNA 12/19/2025 260.00 P","PUT CARVANA CO $260 EXP 12/19/25","2","$14.03","$1.32","$2804.68"
"11/07/2025","Sell to Close","OKLO 11/14/2025 100.00 P","PUT OKLO INC $100 EXP 11/14/25","2","$6.55","$1.33","$1308.67"
"11/07/2025","Sell to Close","XYZ 01/16/2026 70.00 P","PUT BLOCK INC A $70 EXP 01/16/26","5","$8.51","$3.31","$4251.69"
"11/07/2025","Sell to Close","MP 11/14/2025 50.00 P","PUT MP MATLS CORP $50 EXP 11/14/25","4","$0.99","$2.65","$393.35"
"11/07/2025","Buy to Open","MU 12/19/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 12/19/25","2","$7.02","$1.32","-$1405.32"
"11/07/2025","Sell to Close","OKLO 11/14/2025 100.00 P","PUT OKLO INC $100 EXP 11/14/25","3","$9.68","$1.99","$2902.01"
"11/07/2025","Buy to Open","MU 12/19/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 12/19/25","2","$6.30","$1.32","-$1261.32"
"11/07/2025","Sell to Close","BILI 03/20/2026 31.00 C","CALL BILIBILI INC $31 EXP 03/20/26","4","$3.13","$2.65","$1249.35"
"11/06/2025","Sell to Close","ORCL 01/16/2026 220.00 P","PUT ORACLE CORP $220 EXP 01/16/26","3","$11.03","$1.98","$3307.02"
"11/06/2025","Buy to Open","XYZ 01/16/2026 70.00 P","PUT BLOCK INC A $70 EXP 01/16/26","5","$6.12","$3.30","-$3063.30"
"11/06/2025","Buy to Open","CVNA 01/16/2026 260.00 P","PUT CARVANA CO $260 EXP 01/16/26","1","$17.45","$0.66","-$1745.66"
"11/06/2025","Sell to Close","RBLX 01/16/2026 105.00 P","PUT ROBLOX CORP $105 EXP 01/16/26","2","$10.46","$1.33","$2090.67"
"11/06/2025","Buy to Open","MP 11/14/2025 50.00 P","PUT MP MATLS CORP $50 EXP 11/14/25","1","$1.70","$0.66","-$170.66"
"11/06/2025","Buy to Open","MP 11/14/2025 50.00 P","PUT MP MATLS CORP $50 EXP 11/14/25","3","$1.75","$1.98","-$526.98"
"11/06/2025","Sell to Close","AFRM 11/07/2025 63.00 P","PUT AFFIRM HLDGS INC $63 EXP 11/07/25","2","$2.50","$1.33","$498.67"
"11/06/2025","Buy to Open","AFRM 11/07/2025 63.00 P","PUT AFFIRM HLDGS INC $63 EXP 11/07/25","2","$2.47","$1.32","-$495.32"
"11/06/2025","Buy to Open","UVXY 11/07/2025 12.00 C","CALL PROSHARES ULTRA VIX$12 EXP 11/07/25","30","$0.18","$19.83","-$559.83"
"11/06/2025","Buy to Open","COIN 11/14/2025 287.50 P","PUT COINBASE GLOBAL INC $287.5 EXP 11/14/25","1","$8.05","$0.66","-$805.66"
"11/06/2025","Buy to Open","CVNA 12/19/2025 260.00 P","PUT CARVANA CO $260 EXP 12/19/25","2","$11.415","$1.32","-$2284.32"
"11/06/2025","Buy to Open","OKLO 11/14/2025 100.00 P","PUT OKLO INC $100 EXP 11/14/25","5","$3.85","$3.30","-$1928.30"
"11/06/2025","Sell to Close","RBLX 01/16/2026 105.00 P","PUT ROBLOX CORP $105 EXP 01/16/26","3","$10.85","$1.99","$3253.01"
"11/06/2025","Sell","GTLB","GITLAB INC CLASS A","100","$45.25","$0.02","$4524.98"
"11/06/2025","Buy to Open","PLTR 01/16/2026 175.00 P","PUT PALANTIR TECHNOLOGIE$175 EXP 01/16/26","2","$12.95","$1.32","-$2591.32"
"11/06/2025","Buy to Open","GTLB 11/07/2025 55.00 C","CALL GITLAB INC $55 EXP 11/07/25","40","$0.10","$26.43","-$426.43"
"11/06/2025","Buy to Open","MU 12/19/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 12/19/25","2","$5.63","$1.32","-$1127.32"
"11/06/2025","Buy","EOSE","EOS ENERGY ENTERPRISES ICLASS CLASS A","690","$15.2999","","-$10556.92"
"11/06/2025","Cash Dividend","TLT","ISHARES 20 PLS YEAR TREASURY BND ETF","","","","$48.77"
"11/05/2025","Sell to Close","CRWV 11/21/2025 100.00 P","PUT COREWEAVE INC $100 EXP 11/21/25","8","$4.79","$5.30","$3826.70"
"11/05/2025","Sell to Close","HUT 11/21/2025 55.00 P","PUT HUT 8 CORP $55 EXP 11/21/25","1","$8.94","$0.66","$893.34"
"11/05/2025","Sell to Close","MP 11/21/2025 61.00 P","PUT MP MATLS CORP $61 EXP 11/21/25","2","$8.26","$1.33","$1650.67"
"11/04/2025","Buy to Open","CRWV 11/21/2025 100.00 P","PUT COREWEAVE INC $100 EXP 11/21/25","8","$4.48","$5.29","-$3589.29"
"11/04/2025","Buy to Open","ORCL 01/16/2026 220.00 P","PUT ORACLE CORP $220 EXP 01/16/26","2","$10.155","$1.32","-$2032.32"
"11/04/2025","Sell","FUTU","FUTU HLDGS LTD FUNSPONSORED ADR 1 ADR REPS 8 ORD SHS","40","$186.0854","$0.01","$7443.41"
"11/04/2025","Sell","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","30","$162.94","","$4888.20"
"11/04/2025","Sell","STX","SEAGATE TECHNOLOGY H F","50","$254.85","$0.01","$12742.49"
"11/04/2025","Sell to Close","BILI 03/20/2026 31.00 C","CALL BILIBILI INC $31 EXP 03/20/26","4","$3.67","$2.65","$1465.35"
"11/04/2025","Sell to Close","TSM 01/16/2026 300.00 C","CALL TAIWAN SEMICONDUCTO$300 EXP 01/16/26","1","$21.30","$0.66","$2129.34"
"11/03/2025","Buy to Open","GTLB 11/07/2025 55.00 C","CALL GITLAB INC $55 EXP 11/07/25","10","$1.10","$6.61","-$1106.61"
"11/03/2025","Buy","GTLB","GITLAB INC CLASS A","100","$51.5864","","-$5158.64"
"11/03/2025","Buy to Open","HUT 11/21/2025 55.00 P","PUT HUT 8 CORP $55 EXP 11/21/25","1","$7.45","$0.66","-$745.66"
"11/03/2025","Buy to Open","TSM 01/16/2026 300.00 C","CALL TAIWAN SEMICONDUCTO$300 EXP 01/16/26","1","$29.06","$0.66","-$2906.66"
"11/03/2025","Buy to Open","ORCL 01/16/2026 220.00 P","PUT ORACLE CORP $220 EXP 01/16/26","1","$8.50","$0.66","-$850.66"
"10/31/2025","Buy to Open","RBLX 01/16/2026 105.00 P","PUT ROBLOX CORP $105 EXP 01/16/26","5","$6.89","$3.30","-$3448.30"
"10/31/2025","Buy to Open","MP 11/21/2025 61.00 P","PUT MP MATLS CORP $61 EXP 11/21/25","2","$4.33","$1.32","-$867.32"
"10/31/2025","Sell to Close","STX 01/16/2026 250.00 C","CALL SEAGATE TECHNOLOGY $250 EXP 01/16/26","1","$29.56","$0.66","$2955.34"
"10/30/2025","Sell to Close","AVGO 01/16/2026 370.00 C","CALL BROADCOM INC $370 EXP 01/16/26","1","$41.60","$0.66","$4159.34"
"10/30/2025","Sell to Close","STX 01/16/2026 250.00 C","CALL SEAGATE TECHNOLOGY $250 EXP 01/16/26","1","$36.60","$0.66","$3659.34"
"10/29/2025","Buy to Open","BILI 03/20/2026 31.00 C","CALL BILIBILI INC $31 EXP 03/20/26","8","$5.90","$5.29","-$4725.29"
"10/29/2025","Buy","FUTU","FUTU HLDGS LTD FUNSPONSORED ADR 1 ADR REPS 8 ORD SHS","40","$195.525","","-$7821.00"
"10/29/2025","Buy to Open","GLD 02/20/2026 368.00 C","CALL SPDR GOLD TR $368 EXP 02/20/26","1","$18.85","$0.66","-$1885.66"
"10/29/2025","Buy to Open","AVGO 01/16/2026 370.00 C","CALL BROADCOM INC $370 EXP 01/16/26","1","$40.95","$0.66","-$4095.66"
"10/29/2025","Buy to Open","GLD 02/20/2026 368.00 C","CALL SPDR GOLD TR $368 EXP 02/20/26","1","$18.93","$0.66","-$1893.66"
"10/27/2025","Sell","HL","HECLA MNG CO","150","$12.265","$0.02","$1839.73"
"10/27/2025","Sell","AEM","AGNICO EAGLE MINES LTD F","50","$155.395","$0.01","$7769.74"
"10/27/2025","Sell","PSLV","SPROTT PHYSICAL SILVER E","350","$15.335","$0.06","$5367.19"
"10/27/2025","Sell to Close","CRWV 01/16/2026 110.00 P","PUT COREWEAVE INC $110 EXP 01/16/26","1","$9.55","$0.66","$954.34"
"10/27/2025","Sell to Close","GLD 01/16/2026 376.00 C","CALL SPDR GOLD TR $376 EXP 01/16/26","2","$11.17","$1.32","$2232.68"
"10/27/2025","Sell to Close","MSTR 01/16/2026 250.00 P","PUT STRATEGY INC $250 EXP 01/16/26","1","$15.17","$0.66","$1516.34"
"10/27/2025","Buy","STX","SEAGATE TECHNOLOGY H F","50","$237.3814","","-$11869.07"
"10/27/2025","Buy to Open","STX 01/16/2026 250.00 C","CALL SEAGATE TECHNOLOGY $250 EXP 01/16/26","2","$21.93","$1.32","-$4387.32"
"10/27/2025","Sell to Close","CRWV 01/16/2026 110.00 P","PUT COREWEAVE INC $110 EXP 01/16/26","1","$9.67","$0.66","$966.34"
"10/27/2025","Sell to Close","MSTR 01/16/2026 250.00 P","PUT STRATEGY INC $250 EXP 01/16/26","1","$15.29","$0.66","$1528.34"
"10/27/2025","Sell to Close","NVDA 12/19/2025 180.00 P","PUT NVIDIA CORP $180 EXP 12/19/25","4","$7.52","$2.65","$3005.35"
"10/23/2025","Sell to Close","CRWV 11/21/2025 110.00 P","PUT COREWEAVE INC $110 EXP 11/21/25","2","$7.45","$1.33","$1488.67"
"10/23/2025","Sell to Close","PLTR 01/16/2026 165.00 P","PUT PALANTIR TECHNOLOGIE$165 EXP 01/16/26","2","$11.84","$1.33","$2366.67"
"10/22/2025","Buy to Open","GLD 01/16/2026 376.00 C","CALL SPDR GOLD TR $376 EXP 01/16/26","2","$17.54","$1.32","-$3509.32"
"10/22/2025","Buy to Open","MSTR 01/16/2026 250.00 P","PUT STRATEGY INC $250 EXP 01/16/26","2","$21.15","$1.32","-$4231.32"
"10/22/2025","Sell","INTC","INTEL CORP","150","$36.5001","$0.02","$5475.00"
"10/22/2025","Buy to Open","CRWV 01/16/2026 110.00 P","PUT COREWEAVE INC $110 EXP 01/16/26","2","$15.10","$1.32","-$3021.32"
"10/22/2025","Buy to Open","PLTR 01/16/2026 165.00 P","PUT PALANTIR TECHNOLOGIE$165 EXP 01/16/26","2","$15.23","$1.32","-$3047.32"
"10/22/2025","Sell to Close","STLA 12/19/2025 10.00 C","CALL STELLANTIS N V $10 EXP 12/19/25","30","$1.40","$19.92","$4180.08"
"10/21/2025","Buy to Open","NVDA 12/19/2025 180.00 P","PUT NVIDIA CORP $180 EXP 12/19/25","4","$11.28","$2.64","-$4514.64"
"10/21/2025","Sell to Close","NVDA 01/16/2026 180.00 P","PUT NVIDIA CORP $180 EXP 01/16/26","1","$12.90","$0.66","$1289.34"
"10/21/2025","Sell to Close","NVDA 11/21/2025 190.00 P","PUT NVIDIA CORP $190 EXP 11/21/25","2","$13.70","$1.33","$2738.67"
"10/21/2025","Sell to Close","MSTR 12/19/2025 310.00 P","PUT STRATEGY INC $310 EXP 12/19/25","1","$34.27","$0.66","$3426.34"
"10/21/2025","Sell to Close","IREN 12/19/2025 55.00 P","PUT IREN LTD $55 EXP 12/19/25","2","$9.60","$1.33","$1918.67"
"10/21/2025","Sell to Close","ALAB 12/19/2025 160.00 P","PUT ASTERA LABS INC $160 EXP 12/19/25","2","$24.02","$1.33","$4802.67"
"10/21/2025","Sell","UUUU","ENERGY FUELS INC F","250","$20.7384","$0.04","$5184.56"
"10/21/2025","Buy to Open","STLA 12/19/2025 10.00 C","CALL STELLANTIS N V $10 EXP 12/19/25","15","$1.50","$9.90","-$2259.90"
"10/21/2025","Buy to Open","IREN 12/19/2025 55.00 P","PUT IREN LTD $55 EXP 12/19/25","2","$10.40","$1.32","-$2081.32"
"10/21/2025","Sell to Close","GLD 01/16/2026 375.00 C","CALL SPDR GOLD TR $375 EXP 01/16/26","2","$24.59","$1.33","$4916.67"
"10/21/2025","Sell to Close","GDX 12/19/2025 80.00 C","CALL VANECK VCT GLD MNR $80 EXP 12/19/25","5","$3.36","$3.31","$1676.69"
"10/20/2025","Buy to Open","CRWV 11/21/2025 110.00 P","PUT COREWEAVE INC $110 EXP 11/21/25","2","$6.75","$1.32","-$1351.32"
"10/20/2025","Sell to Close","TSM 11/21/2025 230.00 P","PUT TAIWAN SEMICONDUCTOR$230 EXP 11/21/25","10","$0.77","$6.64","$763.36"
"10/20/2025","Buy to Open","STLA 12/19/2025 10.00 C","CALL STELLANTIS N V $10 EXP 12/19/25","15","$1.22","$9.91","-$1839.91"
"10/20/2025","Buy to Open","GDX 12/19/2025 80.00 C","CALL VANECK VCT GLD MNR $80 EXP 12/19/25","5","$6.57","$3.30","-$3288.30"
"10/17/2025","Sell to Close","GLD 01/16/2026 375.00 C","CALL SPDR GOLD TR $375 EXP 01/16/26","2","$27.95","$1.33","$5588.67"
"10/17/2025 as of 10/16/2025","Expired","QQQ 10/16/2025 595.00 P","PUT INVESCO QQQ TR $595 EXP 10/16/25","-1","","",""
"10/16/2025","Buy to Open","OKLO 09/18/2026 155.00 P","PUT OKLO INC $155 EXP 09/18/26","1","$55.47","$0.66","-$5547.66"
"10/16/2025","Sell","TLT","ISHARES 20 PLS YEAR TREASURY BND ETF","50","$90.6001","$0.01","$4530.00"
"10/16/2025 as of 10/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$0.31"
"10/15/2025","Buy","PSLV","SPROTT PHYSICAL SILVER E","700","$17.7158","","-$12401.06"
"10/15/2025","Sell to Close","ASML 11/21/2025 890.00 P","PUT ASML HLDG N V $890 EXP 11/21/25","1","$9.66","$0.66","$965.34"
"10/14/2025","Buy to Open","ASML 11/21/2025 890.00 P","PUT ASML HLDG N V $890 EXP 11/21/25","1","$23.80","$0.66","-$2380.66"
"10/14/2025","Sell to Close","MSTR 12/19/2025 310.00 P","PUT STRATEGY INC $310 EXP 12/19/25","1","$38.05","$0.66","$3804.34"
"10/14/2025","Buy to Open","ALAB 12/19/2025 160.00 P","PUT ASTERA LABS INC $160 EXP 12/19/25","1","$25.39","$0.66","-$2539.66"
"10/14/2025","Sell to Close","QQQ 10/16/2025 595.00 P","PUT INVESCO QQQ TR $595 EXP 10/16/25","2","$3.70","$1.33","$738.67"
"10/14/2025","Sell to Close","NVDA 11/21/2025 190.00 P","PUT NVIDIA CORP $190 EXP 11/21/25","1","$16.20","$0.66","$1619.34"
"10/14/2025","Buy to Open","ALAB 12/19/2025 160.00 P","PUT ASTERA LABS INC $160 EXP 12/19/25","1","$22.97","$0.66","-$2297.66"
"10/14/2025","Buy to Open","NVDA 01/16/2026 180.00 P","PUT NVIDIA CORP $180 EXP 01/16/26","1","$15.35","$0.66","-$1535.66"
"10/14/2025","Buy to Open","NVDA 11/21/2025 190.00 P","PUT NVIDIA CORP $190 EXP 11/21/25","1","$15.49","$0.66","-$1549.66"
"10/14/2025 as of 10/13/2025","Expired","QQQ 10/13/2025 583.00 P","PUT INVESCO QQQ TR $583 EXP 10/13/25","-9","","",""
"10/13/2025","Buy to Open","QQQ 10/16/2025 595.00 P","PUT INVESCO QQQ TR $595 EXP 10/16/25","3","$2.22","$1.98","-$667.98"
"10/13/2025","Buy to Open","GLD 01/16/2026 375.00 C","CALL SPDR GOLD TR $375 EXP 01/16/26","4","$17.18","$2.64","-$6874.64"
"10/13/2025","Sell to Close","MU 11/21/2025 185.00 P","PUT MICRON TECHNOLOGY IN$185 EXP 11/21/25","2","$12.35","$1.33","$2468.67"
"10/13/2025","Sell to Close","TSLA 11/21/2025 380.00 P","PUT TESLA INC $380 EXP 11/21/25","2","$13.70","$1.33","$2738.67"
"10/10/2025","Buy to Open","QQQ 10/13/2025 583.00 P","PUT INVESCO QQQ TR $583 EXP 10/13/25","9","$1.80","$5.94","-$1625.94"
"10/10/2025","Buy","TLT","ISHARES 20 PLS YEAR TREASURY BND ETF","200","$90.1678","","-$18033.56"
"10/10/2025","Buy","UUUU","ENERGY FUELS INC F","250","$21.60","","-$5400.00"
"10/10/2025","Sell","BYDDF","BYD CO LTD ORDF","450","$13.424","$50.07","$5990.73"
"10/10/2025","Sell","BILI","BILIBILI INC FUNSPONSORED ADR 1 ADR REPS 1 ORD SHS","150","$27.095","$0.02","$4064.23"
"10/10/2025","Sell to Close","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","5","$3.62","$3.32","$1806.68"
"10/10/2025","Buy to Open","TSLA 11/21/2025 380.00 P","PUT TESLA INC $380 EXP 11/21/25","2","$17.15","$1.32","-$3431.32"
"10/10/2025","Buy to Open","TSM 11/21/2025 230.00 P","PUT TAIWAN SEMICONDUCTOR$230 EXP 11/21/25","10","$2.865","$6.60","-$2871.60"
"10/09/2025","Sell","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","30","$173.465","","$5203.95"
"10/09/2025","Sell","AEM","AGNICO EAGLE MINES LTD F","65","$162.7718","$0.01","$10580.16"
"10/09/2025","Sell","INTC","INTEL CORP","150","$37.63","$0.02","$5644.48"
"10/09/2025","Sell to Close","SSTK 05/15/2026 17.50 C","CALL SHUTTERSTOCK INC $17.5 EXP 05/15/26","5","$5.90","$3.31","$2946.69"
"10/09/2025","Sell to Close","HL 12/19/2025 15.00 C","CALL HECLA MNG CO $15 EXP 12/19/25","10","$0.85","$6.62","$843.38"
"10/09/2025","Sell to Close","GLD 12/19/2025 375.00 C","CALL SPDR GOLD TR $375 EXP 12/19/25","2","$9.55","$1.33","$1908.67"
"10/09/2025","Sell to Close","GLD 12/19/2025 351.00 C","CALL SPDR GOLD TR $351 EXP 12/19/25","3","$22.55","$1.99","$6763.01"
"10/09/2025","Buy to Open","NVDA 11/21/2025 190.00 P","PUT NVIDIA CORP $190 EXP 11/21/25","2","$9.85","$1.32","-$1971.32"
"10/09/2025","Sell to Close","MBLY 11/21/2025 15.00 C","CALL MOBILEYE GLOBAL INC$15 EXP 11/21/25","12","$1.62","$7.96","$1936.04"
"10/08/2025","Sell to Close","SOUN 11/21/2025 19.00 C","CALL SOUNDHOUND AI INC $19 EXP 11/21/25","9","$2.70","$5.98","$2424.02"
"10/08/2025","Sell to Close","BMNR 11/21/2025 55.00 P","PUT BITMINE IMMERSION TE$55 EXP 11/21/25","3","$6.63","$1.99","$1987.01"
"10/08/2025","Buy to Open","MBLY 11/21/2025 15.00 C","CALL MOBILEYE GLOBAL INC$15 EXP 11/21/25","12","$1.74","$7.93","-$2095.93"
"10/08/2025","Buy to Open","MSTR 12/19/2025 310.00 P","PUT STRATEGY INC $310 EXP 12/19/25","1","$30.65","$0.66","-$3065.66"
"10/08/2025","Sell to Close","META 12/19/2025 705.00 P","PUT META PLATFORMS INC $705 EXP 12/19/25","1","$40.90","$0.66","$4089.34"
"10/08/2025","Buy to Open","GLD 12/19/2025 375.00 C","CALL SPDR GOLD TR $375 EXP 12/19/25","2","$12.40","$1.32","-$2481.32"
"10/08/2025","Buy to Open","MSTR 12/19/2025 310.00 P","PUT STRATEGY INC $310 EXP 12/19/25","1","$29.55","$0.66","-$2955.66"
"10/08/2025","Sell to Close","MU 10/31/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 10/31/25","2","$8.85","$1.33","$1768.67"
"10/08/2025","Buy to Open","SOUN 11/21/2025 19.00 C","CALL SOUNDHOUND AI INC $19 EXP 11/21/25","9","$3.38","$5.95","-$3047.95"
"10/08/2025","Sell to Close","GLD 10/10/2025 367.00 C","CALL SPDR GOLD TR $367 EXP 10/10/25","2","$5.30","$1.33","$1058.67"
"10/08/2025","Sell to Close","GLD 10/10/2025 367.00 C","CALL SPDR GOLD TR $367 EXP 10/10/25","1","$5.83","$0.66","$582.34"
"10/07/2025","Buy to Open","BMNR 11/21/2025 55.00 P","PUT BITMINE IMMERSION TE$55 EXP 11/21/25","3","$7.00","$1.98","-$2101.98"
"10/07/2025","Buy to Open","MU 11/21/2025 185.00 P","PUT MICRON TECHNOLOGY IN$185 EXP 11/21/25","2","$13.25","$1.32","-$2651.32"
"10/07/2025","Sell to Close","MU 10/31/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 10/31/25","2","$12.37","$1.33","$2472.67"
"10/07/2025","Buy to Open","MU 10/31/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 10/31/25","2","$12.22","$1.32","-$2445.32"
"10/07/2025","Sell to Close","CRCL 10/24/2025 180.00 C","CALL CIRCLE INTERNET GRO$180 EXP 10/24/25","1","$5.15","$0.66","$514.34"
"10/07/2025","Sell to Close","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","5","$4.15","$3.31","$2071.69"
"10/07/2025","Sell to Close","JD 11/21/2025 36.00 C","CALL JD COM INC $36 EXP 11/21/25","5","$2.40","$3.31","$1196.69"
"10/07/2025","Sell to Close","ADSK 11/21/2025 320.00 C","CALL AUTODESK INC $320 EXP 11/21/25","2","$10.79","$1.32","$2156.68"
"10/07/2025","Buy to Open","MU 10/31/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 10/31/25","1","$11.54","$0.66","-$1154.66"
"10/06/2025","Buy to Open","ADSK 11/21/2025 320.00 C","CALL AUTODESK INC $320 EXP 11/21/25","2","$17.10","$1.32","-$3421.32"
"10/06/2025","Buy to Open","MU 10/31/2025 190.00 P","PUT MICRON TECHNOLOGY IN$190 EXP 10/31/25","1","$11.41","$0.66","-$1141.66"
"10/06/2025","Buy to Open","GLD 10/10/2025 367.00 C","CALL SPDR GOLD TR $367 EXP 10/10/25","3","$1.69","$1.98","-$508.98"
"10/03/2025","Buy to Open","GLD 12/19/2025 351.00 C","CALL SPDR GOLD TR $351 EXP 12/19/25","2","$16.00","$1.32","-$3201.32"
"10/03/2025","Buy to Open","META 12/19/2025 705.00 P","PUT META PLATFORMS INC $705 EXP 12/19/25","1","$41.50","$0.66","-$4150.66"
"10/03/2025","Sell to Close","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","5","$4.48","$3.31","$2236.69"
"10/03/2025","Sell to Close","JD 11/21/2025 36.00 C","CALL JD COM INC $36 EXP 11/21/25","10","$2.56","$6.64","$2553.36"
