Name,Symbol,InstrumentType,Side,Action,PositionIntent,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
GLD260417C00455000,GLD260417C00455000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@30.15,30.15,DAY,2026-03-03T14:34:49.760Z,2026-03-03T14:34:49.803Z
QQQ260303P00596000,QQQ260303P00596000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.8,2.8,DAY,2026-03-03T14:30:34.712Z,2026-03-03T14:30:36.208Z
UVXY,UVXY,EQUITY,BUY,BUY,,FILLED,120.0,120.0,@44.6,44.6,DAY,2026-03-03T13:23:48.166Z,2026-03-03T13:24:15.539Z
JEF,JEF,EQUITY,SHORT,SHORT,,FILLED,250.0,250.0,@42.0,43.63,DAY,2026-03-03T13:22:27.940Z,2026-03-03T13:23:02.166Z
JEF,JEF,EQUITY,SELL,SELL,,FILLED,250.0,250.0,@44.0,44.0,DAY,2026-03-03T13:22:12.797Z,2026-03-03T13:22:12.941Z
JEF,JEF,EQUITY,BUY,BUY,,FILLED,250.0,250.0,@44.0,44.0,DAY,2026-03-03T13:21:50.453Z,2026-03-03T13:21:50.543Z
QQQ260303P00596000,QQQ260303P00596000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.53,0.51,DAY,2026-03-02T20:48:01.900Z,2026-03-02T20:48:02.042Z
QQQ260302P00590000,QQQ260302P00590000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,15.0,@0.01,,DAY,2026-03-02T20:47:42.817Z,
SLV260417C00100000,SLV260417C00100000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@4.3,4.38,DAY,2026-03-02T15:19:31.020Z,2026-03-02T15:19:31.217Z
SMH,SMH,EQUITY,BUY,BUY,,FILLED,39.0,39.0,@403.92,403.92,DAY,2026-03-02T14:36:57.770Z,2026-03-02T14:36:57.924Z
JEF,JEF,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@44.59,44.31,DAY,2026-03-02T14:36:53.667Z,2026-03-02T14:36:53.706Z
UAL260417P00100000,UAL260417P00100000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@8.55,8.55,DAY,2026-03-02T14:34:26.110Z,2026-03-02T14:34:44.661Z
IGV,IGV,EQUITY,SELL,SELL,,FILLED,50.0,50.0,@81.15,81.15,DAY,2026-03-02T14:30:59.148Z,2026-03-02T14:30:59.475Z
QQQ260302P00590000,QQQ260302P00590000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.75,0.71,DAY,2026-03-02T14:30:40.221Z,2026-03-02T14:30:40.266Z
VGK,VGK,EQUITY,SELL,SELL,,FILLED,100.0,100.0,@90.36,90.36,DAY,2026-02-27T20:32:47.444Z,2026-02-27T20:32:47.495Z
UVXY260306C00047000,UVXY260306C00047000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.8,0.79,DAY,2026-02-27T20:27:31.895Z,2026-02-27T20:27:45.173Z
UVXY260306C00067000,UVXY260306C00067000,OPTION,SELL,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.8,0.79,DAY,2026-02-27T20:27:31.895Z,2026-02-27T20:27:45.173Z
MU260320P00350000,MU260320P00350000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,2.0,@9.45,,DAY,2026-02-27T17:49:54.344Z,
QQQ260302P00593000,QQQ260302P00593000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.68,0.68,DAY,2026-02-27T17:14:31.107Z,2026-02-27T17:14:31.207Z
UVXY260306C00047000,UVXY260306C00047000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,10.0,@0.54,,DAY,2026-02-27T17:14:24.811Z,
UVXY260306C00067000,UVXY260306C00067000,OPTION,SELL,BTO,BUY_TO_OPEN,CANCELLED,0.0,10.0,@0.54,,DAY,2026-02-27T17:14:24.811Z,
QQQ260305P00586000,QQQ260305P00586000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@1.74,1.75,DAY,2026-02-27T17:13:58.157Z,2026-02-27T17:13:58.296Z
UVXY260306C00047000,UVXY260306C00047000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.63,0.622,DAY,2026-02-27T17:13:52.535Z,2026-02-27T17:14:09.440Z
UVXY260306C00067000,UVXY260306C00067000,OPTION,SELL,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.63,0.622,DAY,2026-02-27T17:13:52.535Z,2026-02-27T17:14:09.440Z
GLD260227C00482000,GLD260227C00482000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.1,1.18,DAY,2026-02-27T16:22:40.624Z,2026-02-27T16:22:40.762Z
GLD260227C00482000,GLD260227C00482000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.81,1.81,DAY,2026-02-27T16:19:05.889Z,2026-02-27T16:19:15.140Z
MARPS,MARPS,EQUITY,BUY,BUY,,FILLED,1100.0,1100.0,@4.97,4.97,DAY,2026-02-27T15:38:48.321Z,2026-02-27T15:39:11.397Z
MARPS,MARPS,EQUITY,BUY,BUY,,FILLED,1100.0,1100.0,,4.974,DAY,2026-02-27T15:36:29.238Z,1772206600501
MARPS,MARPS,EQUITY,SELL,SELL,,CANCELLED,0.0,1100.0,,,DAY,2026-02-27T15:36:29.238Z,
GLD260227C00482000,GLD260227C00482000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.16,1.16,DAY,2026-02-27T15:32:06.699Z,2026-02-27T15:32:07.595Z
QQQ260227C00608000,QQQ260227C00608000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@1.32,1.33,DAY,2026-02-27T15:09:45.654Z,2026-02-27T15:09:45.721Z
QQQ260227C00608000,QQQ260227C00608000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.26,1.22,DAY,2026-02-27T15:07:07.000Z,2026-02-27T15:07:07.141Z
CRWV260227P00076000,CRWV260227P00076000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.27,0.32,DAY,2026-02-27T14:58:12.436Z,2026-02-27T14:58:12.637Z
JPM260417P00270000,JPM260417P00270000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@4.95,4.95,DAY,2026-02-27T14:54:44.910Z,2026-02-27T14:54:44.945Z
ASAN,ASAN,EQUITY,SELL,SELL,,FILLED,500.0,500.0,@7.05,7.05,DAY,2026-02-27T14:54:33.375Z,2026-02-27T14:54:33.421Z
AMD260417P00200000,AMD260417P00200000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@15.4,15.4,DAY,2026-02-27T14:54:26.814Z,2026-02-27T14:55:07.901Z
XLF260417P00045000,XLF260417P00045000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,60.0,60.0,@0.36,0.36,DAY,2026-02-27T14:54:08.743Z,2026-02-27T14:54:17.433Z
ASAN,ASAN,EQUITY,SELL,SELL,,FILLED,500.0,500.0,@6.97,6.97,DAY,2026-02-27T14:47:22.015Z,2026-02-27T14:47:22.051Z
JPM260417P00270000,JPM260417P00270000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.9,4.9,DAY,2026-02-27T14:42:29.656Z,2026-02-27T14:42:38.529Z
JPM260417P00270000,JPM260417P00270000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@4.8,4.79,DAY,2026-02-27T14:41:28.204Z,2026-02-27T14:41:47.872Z
JEF,JEF,EQUITY,SELL,SELL,,CANCELLED,0.0,100.0,@45.1,,DAY,2026-02-27T14:40:45.193Z,
QCOM260320P00134000,QCOM260320P00134000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.84,1.84,DAY,2026-02-27T14:35:45.831Z,2026-02-27T14:35:48.837Z
CRWV260227P00076000,CRWV260227P00076000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@0.82,0.82,DAY,2026-02-27T14:32:34.600Z,2026-02-27T14:32:34.639Z
QCOM260320P00134000,QCOM260320P00134000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.95,1.95,DAY,2026-02-27T14:31:38.969Z,2026-02-27T14:31:55.392Z
QQQ260305P00586000,QQQ260305P00586000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.02,3.02,DAY,2026-02-27T14:30:34.357Z,2026-02-27T14:30:34.492Z
IGV,IGV,EQUITY,SELL,SELL,,FILLED,150.0,150.0,@80.95,80.95,DAY,2026-02-27T13:12:16.715Z,2026-02-27T13:12:16.848Z
ASAN,ASAN,EQUITY,BUY,BUY,,FILLED,1000.0,1000.0,@7.4,7.4,DAY,2026-02-26T21:39:55.312Z,2026-02-26T21:39:55.384Z
CRWV,CRWV,EQUITY,SHORT,SHORT,,FILLED,4.0,4.0,@98.23,98.23,DAY,2026-02-26T20:38:56.265Z,2026-02-26T20:39:01.574Z
CRWV,CRWV,EQUITY,BUY,BUY,,FILLED,2.0,2.0,@98.22,98.22,DAY,2026-02-26T20:38:30.846Z,2026-02-26T20:38:45.263Z
CRWV,CRWV,EQUITY,SHORT,SHORT,,FILLED,31.0,31.0,@98.17,98.17,DAY,2026-02-26T20:38:23.756Z,2026-02-26T20:38:24.567Z
SLV260227P00075000,SLV260227P00075000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@0.15,0.16,DAY,2026-02-26T20:15:50.035Z,2026-02-26T20:15:50.174Z
QQQ260302P00593000,QQQ260302P00593000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.04,1.03,DAY,2026-02-26T20:13:07.869Z,2026-02-26T20:13:19.651Z
TSLA260417P00340000,TSLA260417P00340000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@5.7,5.7,DAY,2026-02-26T18:15:22.349Z,2026-02-26T18:15:22.534Z
TSLA260417P00340000,TSLA260417P00340000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.75,5.73,DAY,2026-02-26T18:12:19.013Z,2026-02-26T18:13:07.539Z
UAL260417P00100000,UAL260417P00100000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.55,3.55,DAY,2026-02-26T17:33:37.629Z,2026-02-26T17:33:53.033Z
QQQ260226P00601000,QQQ260226P00601000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.02,1.01,DAY,2026-02-26T15:18:38.084Z,2026-02-26T15:18:38.166Z
NVDA260227P00182500,NVDA260227P00182500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@0.87,0.88,DAY,2026-02-26T15:04:11.720Z,2026-02-26T15:04:11.860Z
SMH,SMH,EQUITY,SELL,SELL,,FILLED,20.0,20.0,@417.32,417.46,DAY,2026-02-26T14:46:31.389Z,2026-02-26T14:46:31.425Z
IGV,IGV,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@81.91,81.91,DAY,2026-02-26T14:46:19.104Z,2026-02-26T14:46:19.631Z
UEC,UEC,EQUITY,SELL,SELL,,FILLED,250.0,250.0,@15.22,15.22,DAY,2026-02-26T14:42:30.211Z,2026-02-26T14:42:30.475Z
BABA260417C00195000,BABA260417C00195000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,8.0,8.0,@0.74,0.91,DAY,2026-02-26T14:34:48.532Z,2026-02-26T14:34:48.767Z
SLV260227P00075000,SLV260227P00075000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@0.54,0.51,DAY,2026-02-26T14:34:37.564Z,2026-02-26T14:34:37.610Z
NVDA260227P00182500,NVDA260227P00182500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@0.54,0.54,DAY,2026-02-26T14:30:45.464Z,2026-02-26T14:30:46.143Z
UEC,UEC,EQUITY,SELL,SELL,,FILLED,250.0,250.0,@15.7,15.7,DAY,2026-02-25T20:47:45.223Z,2026-02-25T20:47:45.257Z
AA,AA,EQUITY,SELL,SELL,,FILLED,100.0,100.0,@65.16,65.17,DAY,2026-02-25T20:47:05.003Z,2026-02-25T20:47:53.780Z
SLV260417C00185000,SLV260417C00185000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.63,0.62,DAY,2026-02-25T20:19:54.975Z,2026-02-25T20:20:08.677Z
SMH,SMH,EQUITY,SHORT,SHORT,,FILLED,19.0,19.0,@424.82,424.82,DAY,2026-02-25T16:06:24.393Z,2026-02-25T16:06:35.447Z
IGV,IGV,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@80.0,80.0,DAY,2026-02-25T16:06:04.160Z,2026-02-25T16:06:04.235Z
AA,AA,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@63.87,63.87,DAY,2026-02-25T15:05:05.404Z,2026-02-25T15:05:06.241Z
BMNR260417P00015000,BMNR260417P00015000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,20.0,20.0,@0.6,0.64,DAY,2026-02-25T15:03:11.552Z,2026-02-25T15:03:11.689Z
QQQ260225P00601000,QQQ260225P00601000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.2,0.2,DAY,2026-02-25T14:37:48.297Z,2026-02-25T14:37:48.326Z
UEC,UEC,EQUITY,BUY,BUY,,FILLED,500.0,500.0,@16.69,16.69,DAY,2026-02-25T14:30:39.743Z,2026-02-25T14:30:39.979Z
MU260320P00350000,MU260320P00350000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@9.7,9.47,DAY,2026-02-24T20:59:55.365Z,2026-02-24T20:59:56.973Z
MU260320P00350000,MU260320P00350000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@9.9,9.9,DAY,2026-02-24T20:22:30.079Z,2026-02-24T20:22:30.116Z
QQQ260225P00601000,QQQ260225P00601000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.06,1.04,DAY,2026-02-24T17:44:10.377Z,2026-02-24T17:44:10.682Z
NVDA260302C00210000,NVDA260302C00210000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.98,0.98,DAY,2026-02-24T17:43:53.249Z,2026-02-24T17:43:53.356Z
BABA,BABA,EQUITY,SELL,SELL,,FILLED,50.0,50.0,@153.23,153.23,DAY,2026-02-24T17:15:51.908Z,2026-02-24T17:15:51.965Z
JPM260320P00285000,JPM260320P00285000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@4.3,4.3,DAY,2026-02-24T17:14:58.801Z,2026-02-24T17:15:16.966Z
QQQ260224P00604000,QQQ260224P00604000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.14,0.15,DAY,2026-02-24T17:11:54.404Z,2026-02-24T17:11:54.926Z
NVDA260302C00210000,NVDA260302C00210000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.06,1.05,DAY,2026-02-24T17:11:49.057Z,2026-02-24T17:12:03.553Z
FCX260417C00060000,FCX260417C00060000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@10.0,10.0,DAY,2026-02-24T17:01:41.529Z,2026-02-24T17:01:41.602Z
CVNA260417P00220000,CVNA260417P00220000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@6.35,6.35,DAY,2026-02-24T16:50:57.528Z,2026-02-24T16:50:57.609Z
META260417P00600000,META260417P00600000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@15.5,15.5,DAY,2026-02-24T16:50:34.955Z,2026-02-24T16:50:49.998Z
QQQ260224P00604000,QQQ260224P00604000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.45,0.39,DAY,2026-02-24T16:43:53.953Z,2026-02-24T16:43:54.164Z
QQQ260224P00604000,QQQ260224P00604000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,6.0,6.0,@0.43,0.45,DAY,2026-02-24T16:31:56.344Z,2026-02-24T16:32:13.165Z
QQQ260224P00604000,QQQ260224P00604000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,6.0,6.0,@0.34,0.34,DAY,2026-02-24T16:19:40.525Z,2026-02-24T16:19:40.677Z
SLV260417C00185000,SLV260417C00185000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.73,0.73,DAY,2026-02-24T15:59:02.629Z,2026-02-24T15:59:02.754Z
APP,APP,EQUITY,BUY,BUY,,FILLED,20.0,20.0,@381.37,381.37,DAY,2026-02-24T15:48:00.827Z,2026-02-24T15:48:00.952Z
APP,APP,EQUITY,SHORT,SHORT,,FILLED,20.0,20.0,@367.49,367.49,DAY,2026-02-24T15:05:42.885Z,2026-02-24T15:05:51.686Z
QQQ260224P00602000,QQQ260224P00602000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@1.45,1.46,DAY,2026-02-24T14:59:03.171Z,2026-02-24T14:59:03.435Z
QQQ260224P00602000,QQQ260224P00602000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.11,1.1,DAY,2026-02-24T14:54:01.973Z,2026-02-24T14:54:02.102Z
CTSH260417P00055000,CTSH260417P00055000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.8,1.8,DAY,2026-02-24T14:48:24.098Z,2026-02-24T14:48:59.321Z
FCX260417C00060000,FCX260417C00060000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@9.65,9.65,DAY,2026-02-24T14:46:16.308Z,2026-02-24T14:46:21.014Z
LMND,LMND,EQUITY,BUY,BUY,,FILLED,30.0,30.0,@49.93,49.93,DAY,2026-02-24T14:44:10.207Z,2026-02-24T14:44:10.478Z
JPM260320P00285000,JPM260320P00285000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.3,5.3,DAY,2026-02-24T14:40:47.933Z,2026-02-24T14:40:47.981Z
QQQ260224P00594000,QQQ260224P00594000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.4,0.4,DAY,2026-02-24T14:40:22.207Z,2026-02-24T14:40:22.753Z
QQQ260224C00610000,QQQ260224C00610000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.12,0.13,DAY,2026-02-24T14:37:06.052Z,2026-02-24T14:37:13.745Z
LMND,LMND,EQUITY,BUY,BUY,,FILLED,30.0,30.0,@49.23,49.23,DAY,2026-02-24T14:36:12.834Z,2026-02-24T14:36:18.700Z
META260417P00600000,META260417P00600000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@18.3,18.3,DAY,2026-02-24T14:34:22.426Z,2026-02-24T14:34:22.474Z
USO260320C00100000,USO260320C00100000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@1.16,1.16,DAY,2026-02-24T14:32:30.640Z,2026-02-24T14:32:30.703Z
SLV260417C00100000,SLV260417C00100000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@5.05,5.05,DAY,2026-02-24T14:32:10.528Z,2026-02-24T14:32:10.722Z
BABA,BABA,EQUITY,SELL,SELL,,FILLED,50.0,50.0,,151.26,DAY,2026-02-24T14:31:30.205Z,2026-02-24T14:39:15.625Z
AMD260320P00165000,AMD260320P00165000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.56,1.56,DAY,2026-02-24T14:30:39.010Z,2026-02-24T14:30:39.055Z
QQQ260224C00610000,QQQ260224C00610000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.23,0.22,DAY,2026-02-23T20:40:03.960Z,2026-02-23T20:40:04.095Z
QQQ260224P00594000,QQQ260224P00594000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.11,1.1,DAY,2026-02-23T20:39:42.930Z,2026-02-23T20:39:43.068Z
VGK,VGK,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@89.63,89.63,DAY,2026-02-23T18:42:53.739Z,2026-02-23T18:42:54.286Z
BMNR260417P00015000,BMNR260417P00015000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,20.0,20.0,@1.05,1.03,DAY,2026-02-23T17:28:36.144Z,2026-02-23T17:28:51.420Z
META260417P00595000,META260417P00595000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@13.8,13.8,DAY,2026-02-23T17:28:08.982Z,2026-02-23T17:28:09.114Z
CVNA260417P00220000,CVNA260417P00220000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,2.0,@7.4,,DAY,2026-02-23T17:08:06.243Z,
CTSH260417P00055000,CTSH260417P00055000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.45,1.44,DAY,2026-02-23T16:10:08.552Z,2026-02-23T16:10:21.289Z
META260417P00595000,META260417P00595000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@13.85,13.85,DAY,2026-02-23T16:05:03.701Z,2026-02-23T16:05:03.765Z
JEF,JEF,EQUITY,SHORT,SHORT,,FILLED,100.0,100.0,@50.33,50.33,DAY,2026-02-23T15:37:46.794Z,2026-02-23T15:37:46.838Z
QQQ260223C00617000,QQQ260223C00617000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.01,0.02,DAY,2026-02-23T14:45:39.710Z,2026-02-23T14:45:39.872Z
PLTR260227P00125000,PLTR260227P00125000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@2.78,2.94,DAY,2026-02-23T14:45:33.080Z,2026-02-23T14:45:33.159Z
SLV260417C00100000,SLV260417C00100000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,5.0,@5.35,,DAY,2026-02-23T14:42:14.336Z,
CVNA260417P00220000,CVNA260417P00220000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,1.0,@7.0,,DAY,2026-02-23T14:38:50.418Z,
CRWV260320P00040000,CRWV260320P00040000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,15.0,15.0,@0.38,0.38,DAY,2026-02-23T14:37:59.483Z,2026-02-23T14:38:29.694Z
QQQ260223P00590000,QQQ260223P00590000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,8.0,8.0,@0.04,0.04,DAY,2026-02-23T14:32:55.323Z,2026-02-23T14:32:55.392Z
PLTR260227P00125000,PLTR260227P00125000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.2,2.14,DAY,2026-02-23T14:32:32.069Z,2026-02-23T14:32:32.209Z
QQQ260223P00590000,QQQ260223P00590000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,8.0,8.0,@0.26,0.25,DAY,2026-02-20T20:56:38.396Z,2026-02-20T20:56:38.605Z
QQQ260223C00617000,QQQ260223C00617000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.19,0.19,DAY,2026-02-20T20:56:08.083Z,2026-02-20T20:56:08.186Z
QQQ260220P00602000,QQQ260220P00602000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.01,0.02,DAY,2026-02-20T20:44:31.668Z,2026-02-20T20:44:31.809Z
TSLA260320P00380000,TSLA260320P00380000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@7.4,7.47,DAY,2026-02-20T18:29:56.943Z,2026-02-20T18:29:57.082Z
CRWV260320P00040000,CRWV260320P00040000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,15.0,15.0,@0.46,0.46,DAY,2026-02-20T18:04:46.757Z,2026-02-20T18:04:46.825Z
CRWV260320P00040000,CRWV260320P00040000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,20.0,@0.45,,DAY,2026-02-20T17:45:09.822Z,
TSLA260320P00380000,TSLA260320P00380000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@8.15,8.07,DAY,2026-02-20T17:27:46.209Z,2026-02-20T17:27:46.382Z
QQQ260220P00602000,QQQ260220P00602000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,4.0,4.0,@0.9,0.88,DAY,2026-02-20T17:15:55.982Z,2026-02-20T17:16:09.273Z
BABA260417C00195000,BABA260417C00195000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,8.0,8.0,@1.73,1.66,DAY,2026-02-20T17:14:38.058Z,2026-02-20T17:14:38.335Z
BABA,BABA,EQUITY,BUY,BUY,,FILLED,50.0,50.0,@154.74,154.74,DAY,2026-02-20T16:46:41.526Z,2026-02-20T16:46:41.616Z
TSLA260320P00380000,TSLA260320P00380000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@6.4,6.4,DAY,2026-02-20T16:06:54.933Z,2026-02-20T16:06:55.042Z
CVNA260417P00220000,CVNA260417P00220000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,2.0,@6.25,,DAY,2026-02-20T16:06:23.304Z,
SLV260417C00100000,SLV260417C00100000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.69,2.69,DAY,2026-02-20T16:05:46.293Z,2026-02-20T16:05:52.684Z
SLV260417C00100000,SLV260417C00100000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@2.69,2.69,DAY,2026-02-20T16:05:29.016Z,2026-02-20T16:05:29.061Z
QQQ260220P00602000,QQQ260220P00602000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@1.2,1.2,DAY,2026-02-20T15:33:26.661Z,2026-02-20T15:33:40.879Z
NKE260220C00069000,NKE260220C00069000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.09,0.09,DAY,2026-02-20T15:20:35.531Z,2026-02-20T15:20:56.691Z
QQQ260220C00612000,QQQ260220C00612000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.18,0.18,DAY,2026-02-20T15:17:07.731Z,2026-02-20T15:17:07.769Z
NKE260220C00069000,NKE260220C00069000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@0.08,0.08,DAY,2026-02-20T15:16:59.992Z,2026-02-20T15:17:00.132Z
QQQ260220C00612000,QQQ260220C00612000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@0.92,0.85,DAY,2026-02-20T15:02:30.072Z,2026-02-20T15:02:30.219Z
QQQ260220C00606000,QQQ260220C00606000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.39,1.41,DAY,2026-02-20T14:55:31.712Z,2026-02-20T14:55:31.762Z
SLV260417C00100000,SLV260417C00100000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.65,2.61,DAY,2026-02-20T14:49:52.313Z,2026-02-20T14:49:52.496Z
QQQ260220C00606000,QQQ260220C00606000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.44,1.44,DAY,2026-02-20T14:38:32.435Z,2026-02-20T14:38:33.935Z
